formula,mu_b,samples,sources,dxmag_type,n_elements
MnNi2As,3.94224685,9,dxmag,full,3.0
MnNi2Bi,4.188860575,10,dxmag,inverse,3.0
MnNi2Ge,3.245562875,8,dxmag,inverse,3.0
MnNi2P,3.8198051,9,dxmag,full,3.0
MnNi2Pb,3.9943284,7,dxmag,inverse,3.0
MnNi2Sb,3.75681545,7,dxmag,inverse,3.0
MnNi2Sn,3.803667825,8,dxmag,inverse,3.0
MnNiAs,3.54211185,7,dxmag,half,3.0
MnNiBi,3.8646189,7,dxmag,half,3.0
MnNiGe,3.0248441,8,dxmag,half,3.0
MnNiP,3.3165826249999997,6,dxmag,half,3.0
MnNiPb,3.7015728,5,dxmag,half,3.0
MnNiSb,3.39130075,6,dxmag,half,3.0
MnNiSn,3.5072221,6,dxmag,half,3.0
MnOs2Pb,0.0,4,dxmag,full,3.0
MnOsPb,3.98761405,5,dxmag,half,3.0
MnPAu,4.1938677,5,dxmag,half,3.0
MnPAu2,4.1526854,9,dxmag,full,3.0
MnPIr,0.6284971,7,dxmag,half,3.0
MnPIr2,2.68818335,10,dxmag,full,3.0
MnPOs,0.0,3,dxmag,half,3.0
MnPOs2,0.5226763,12,dxmag,inverse,3.0
MnPPd,0.0,6,dxmag,half,3.0
MnPPd2,4.067542775,8,dxmag,full,3.0
MnPPt,1.9997757,4,dxmag,half,3.0
MnPPt2,4.0111704249999995,8,dxmag,full,3.0
MnPRh,1.704323075,8,dxmag,half,3.0
MnPRh2,4.1526632,9,dxmag,full,3.0
MnPRu,2.00000825,3,dxmag,half,3.0
MnPRu2,4.95e-06,6,dxmag,full,3.0
MnPW,0.0,4,dxmag,half,3.0
MnPW2,0.582351775,6,dxmag,full,3.0
MnPbAu,3.9840641,5,dxmag,half,3.0
MnPbAu2,4.19957245,5,dxmag,inverse,3.0
MnPbW,1.933462,7,dxmag,half,3.0
MnPbW2,0.0,5,dxmag,full,3.0
MnPd2Pb,4.144182875,8,dxmag,inverse,3.0
MnPdPb,3.9394239,7,dxmag,half,3.0
MnPt2Pb,4.202381775,10,dxmag,inverse,3.0
MnPtPb,3.819444025,6,dxmag,half,3.0
MnRe2As,0.0,3,dxmag,full,3.0
MnRe2Bi,0.0,3,dxmag,full,3.0
MnRe2Ge,4.805e-05,5,dxmag,full,3.0
MnRe2P,1e-06,6,dxmag,full,3.0
MnRe2Pb,0.5865267,6,dxmag,full,3.0
MnRe2Sb,0.0,4,dxmag,full,3.0
MnRe2Si,9.4e-06,5,dxmag,full,3.0
MnRe2Sn,0.0,3,dxmag,full,3.0
MnReAs,1e-07,5,dxmag,half,3.0
MnReBi,1.28217575,5,dxmag,half,3.0
MnReGe,0.0009985,6,dxmag,half,3.0
MnReP,0.0,3,dxmag,half,3.0
MnRePb,0.0,3,dxmag,half,3.0
MnReSb,6.86e-05,5,dxmag,half,3.0
MnReSi,6.955e-05,5,dxmag,half,3.0
MnReSn,0.0,3,dxmag,half,3.0
MnRh2Pb,4.3354767,8,dxmag,full,3.0
MnRhPb,3.841490625,8,dxmag,half,3.0
MnRu2Pb,0.059422875,8,dxmag,inverse,3.0
MnRuPb,4.025325725,4,dxmag,half,3.0
MnSbAu,4.134154675,4,dxmag,half,3.0
MnSbAu2,4.066110375,6,dxmag,full,3.0
MnSbIr,3.0961124,6,dxmag,half,3.0
MnSbIr2,0.00037495,7,dxmag,full,3.0
MnSbMo,0.0,2,dxmag,half,3.0
MnSbMo2,1.43277025,6,dxmag,full,3.0
MnSbOs,2.6288086,7,dxmag,half,3.0
MnSbOs2,0.0,4,dxmag,full,3.0
MnSbPd,3.53936425,7,dxmag,half,3.0
MnSbPd2,3.97304575,7,dxmag,inverse,3.0
MnSbPt,3.655173,7,dxmag,half,3.0
MnSbPt2,4.09391125,8,dxmag,full,3.0
MnSbRh,3.2617914,4,dxmag,half,3.0
MnSbRh2,4.2716931,11,dxmag,inverse,3.0
MnSbRu,0.3369387,7,dxmag,half,3.0
MnSbRu2,3.6939731,11,dxmag,inverse,3.0
MnSbW,0.0,3,dxmag,half,3.0
MnSbW2,0.0,5,dxmag,full,3.0
MnSiAg,3.035807375,6,dxmag,half,3.0
MnSiAg2,3.75262365,6,dxmag,full,3.0
MnSiAu,0.0,5,dxmag,half,3.0
MnSiAu2,3.9538471,9,dxmag,inverse,3.0
MnSiIr,2.0020611,3,dxmag,half,3.0
MnSiIr2,2.4417376500000003,10,dxmag,inverse,3.0
MnSiMo,0.4334787,6,dxmag,half,3.0
MnSiMo2,1.1159189,11,dxmag,full,3.0
MnSiNi,3.0,5,dxmag,half,3.0
MnSiNi2,3.2337594999999997,8,dxmag,inverse,3.0
MnSiOs,0.090157475,6,dxmag,half,3.0
MnSiOs2,0.00136045,7,dxmag,inverse,3.0
MnSiPd,3.28630545,4,dxmag,half,3.0
MnSiPd2,3.761413275,8,dxmag,inverse,3.0
MnSiPt,3.0271169,9,dxmag,half,3.0
MnSiPt2,3.89109665,9,dxmag,inverse,3.0
MnSiRh,0.4215642,7,dxmag,half,3.0
MnSiRh2,3.0358124,12,dxmag,inverse,3.0
MnSiRu,0.23999585,4,dxmag,half,3.0
MnSiRu2,0.8640756,8,dxmag,inverse,3.0
MnSiW,0.000256,6,dxmag,half,3.0
MnSiW2,3.25e-07,6,dxmag,full,3.0
MnSnAu,3.55056315,5,dxmag,half,3.0
MnSnAu2,4.0224253,6,dxmag,full,3.0
MnSnIr,3.3295471,6,dxmag,half,3.0
MnSnIr2,1.9654167249999999,8,dxmag,full,3.0
MnSnMo,0.49997765000000005,4,dxmag,half,3.0
MnSnMo2,0.00033305,9,dxmag,inverse,3.0
MnSnOs,1.9819888749999999,4,dxmag,half,3.0
MnSnOs2,2.26550135,5,dxmag,full,3.0
MnSnPd,3.6640309,7,dxmag,half,3.0
MnSnPd2,3.99240485,6,dxmag,inverse,3.0
MnSnPt,3.584874625,4,dxmag,half,3.0
MnSnPt2,3.993353975,8,dxmag,full,3.0
MnSnRh,3.7019564000000003,6,dxmag,half,3.0
MnSnRh2,3.99100095,9,dxmag,inverse,3.0
MnSnRu,0.24230465,5,dxmag,half,3.0
MnSnRu2,3.1053829,11,dxmag,inverse,3.0
MnSnW,1.6916402,9,dxmag,half,3.0
MnSnW2,0.0,6,dxmag,full,3.0
MnTlAg,4.007170224999999,6,dxmag,half,3.0
MnTlAg2,4.130981925,8,dxmag,full,3.0
MnTlAu,4.041733300000001,6,dxmag,half,3.0
MnTlAu2,4.2004181,5,dxmag,inverse,3.0
MnTlCd,4.1125792,7,dxmag,half,3.0
MnTlCd2,4.1618259250000005,8,dxmag,full,3.0
MnTlCo,4.6412567,7,dxmag,half,3.0
MnTlCo2,4.8456608,16,dxmag,inverse,3.0
MnTlCr,0.2192144,7,dxmag,half,3.0
MnTlCr2,3.17131015,9,dxmag,inverse,3.0
MnTlCu,3.7186037,7,dxmag,half,3.0
MnTlCu2,3.7439501,7,dxmag,inverse,3.0
MnTlFe,5.247529849999999,8,dxmag,half,3.0
MnTlFe2,0.8296502,11,dxmag,full,3.0
MnTlIr,4.3986065,4,dxmag,half,3.0
MnTlIr2,3.2497832,7,dxmag,full,3.0
MnTlMo,1.9490414,6,dxmag,half,3.0
MnTlMo2,0.64108325,6,dxmag,full,3.0
MnTlNi,4.073700049999999,6,dxmag,half,3.0
MnTlNi2,4.26960005,9,dxmag,inverse,3.0
MnTlOs,0.10356685,4,dxmag,half,3.0
MnTlOs2,0.00030625,6,dxmag,inverse,3.0
MnTlPd,4.19190075,8,dxmag,half,3.0
MnTlPd2,4.30194745,6,dxmag,full,3.0
MnTlPt,4.210345625,6,dxmag,half,3.0
MnTlPt2,4.271303574999999,8,dxmag,inverse,3.0
MnTlRe,1.5611065499999999,6,dxmag,half,3.0
MnTlRe2,1.690973,7,dxmag,full,3.0
MnTlRh,4.2111321749999995,6,dxmag,half,3.0
MnTlRh2,3.941910875,6,dxmag,inverse,3.0
MnTlRu,0.0,2,dxmag,half,3.0
MnTlRu2,1.5489672,5,dxmag,inverse,3.0
MnTlV,0.0,3,dxmag,half,3.0
MnTlV2,1.1286049249999999,10,dxmag,inverse,3.0
MnTlW,1.9319174000000001,6,dxmag,half,3.0
MnTlW2,0.0,5,dxmag,full,3.0
MnTlZn,3.7964941750000003,4,dxmag,half,3.0
MnTlZn2,3.6277252,9,dxmag,inverse,3.0
MnV2As,0.199152875,12,dxmag,inverse,3.0
MnV2Bi,1.6822453,7,dxmag,full,3.0
MnV2Ga,0.5324488,11,dxmag,full,3.0
MnV2Ge,1.09762725,11,dxmag,inverse,3.0
MnV2In,1.3013307,13,dxmag,full,3.0
MnV2P,0.1055986,10,dxmag,full,3.0
MnV2Pb,1.4342408249999998,8,dxmag,full,3.0
MnV2Sb,0.9312298,11,dxmag,full,3.0
MnV2Si,0.5296878,13,dxmag,full,3.0
MnV2Sn,1.85654715,10,dxmag,full,3.0
MnVAs,0.837624,9,dxmag,half,3.0
MnVBi,0.5,7,dxmag,half,3.0
MnVGa,0.0,4,dxmag,half,3.0
MnVGe,0.0,4,dxmag,half,3.0
MnVIn,0.250075325,6,dxmag,half,3.0
MnVP,0.0,3,dxmag,half,3.0
MnVPb,0.0002063,5,dxmag,half,3.0
MnVSb,0.250198525,6,dxmag,half,3.0
MnVSi,0.0,5,dxmag,half,3.0
MnVSn,0.25043005,6,dxmag,half,3.0
MnZn2As,3.60377395,7,dxmag,full,3.0
MnZn2Bi,3.84854615,9,dxmag,full,3.0
MnZn2Ga,2.972040425,10,dxmag,inverse,3.0
MnZn2Ge,2.9318443,11,dxmag,inverse,3.0
MnZn2In,3.3033619,9,dxmag,inverse,3.0
MnZn2P,3.064110125,10,dxmag,inverse,3.0
MnZn2Pb,3.84713305,10,dxmag,full,3.0
MnZn2Sb,3.36386925,6,dxmag,full,3.0
MnZn2Si,2.4349168,9,dxmag,full,3.0
MnZn2Sn,3.275036975,8,dxmag,full,3.0
MnZnAs,8.825e-06,8,dxmag,half,3.0
MnZnBi,4.244531025000001,6,dxmag,half,3.0
MnZnGa,3.0940237,5,dxmag,half,3.0
MnZnGe,3.05693675,9,dxmag,half,3.0
MnZnIn,3.629977525,6,dxmag,half,3.0
MnZnP,3.2039088,11,dxmag,half,3.0
MnZnPb,3.9048211000000004,4,dxmag,half,3.0
MnZnSb,3.818326625,8,dxmag,half,3.0
MnZnSi,3.0370009749999998,6,dxmag,half,3.0
MnZnSn,3.77995085,8,dxmag,half,3.0
Mo2As,0.0,1,dxmag,half,2.0
Mo2AsAu,5e-08,6,dxmag,inverse,3.0
Mo2AsIr,0.0,7,dxmag,inverse,3.0
Mo2AsOs,1.7825e-05,8,dxmag,full,3.0
Mo2AsPd,1.15e-06,9,dxmag,inverse,3.0
Mo2AsPt,2.805e-05,7,dxmag,inverse,3.0
Mo2AsRh,0.0,7,dxmag,inverse,3.0
Mo2AsRu,6.5e-06,7,dxmag,inverse,3.0
Mo2AsW,0.0,6,dxmag,full,3.0
Mo2IrPb,2.7e-05,6,dxmag,inverse,3.0
Mo2OsPb,7e-07,7,dxmag,inverse,3.0
Mo2P,0.0004403,2,dxmag,half,2.0
Mo2PAu,0.0,5,dxmag,inverse,3.0
Mo2PIr,0.0,6,dxmag,full,3.0
Mo2POs,6e-07,8,dxmag,full,3.0
Mo2PPd,1.4e-06,6,dxmag,inverse,3.0
Mo2PPt,2e-07,8,dxmag,inverse,3.0
Mo2PRh,0.000344425,8,dxmag,full,3.0
Mo2PRu,5.2224999999999995e-05,8,dxmag,full,3.0
Mo2PW,0.0,6,dxmag,full,3.0
Mo2Pb,0.0,1,dxmag,half,2.0
Mo2PbAu,4.65e-06,7,dxmag,inverse,3.0
Mo2PbW,5e-07,6,dxmag,full,3.0
Mo2PdPb,4e-07,8,dxmag,inverse,3.0
Mo2PtPb,0.328376,6,dxmag,inverse,3.0
Mo2RhPb,4.2375e-05,8,dxmag,inverse,3.0
Mo2RuPb,0.0,5,dxmag,full,3.0
Mo3As,0.0,2,dxmag,full,2.0
Mo3P,0.0,2,dxmag,full,2.0
Mo3Pb,0.0,2,dxmag,full,2.0
MoAsAu,1.43535265,7,dxmag,half,3.0
MoAsAu2,2.3490885,9,dxmag,full,3.0
MoAsIr,0.0,2,dxmag,half,3.0
MoAsIr2,0.0,4,dxmag,full,3.0
MoAsOs,0.0,4,dxmag,half,3.0
MoAsOs2,0.0,3,dxmag,full,3.0
MoAsPd,0.87132465,6,dxmag,half,3.0
MoAsPd2,0.00034045,5,dxmag,full,3.0
MoAsPt,0.0,4,dxmag,half,3.0
MoAsPt2,0.9664985749999999,4,dxmag,full,3.0
MoAsRh,0.0,2,dxmag,half,3.0
MoAsRh2,0.0,4,dxmag,full,3.0
MoAsRu,0.0,2,dxmag,half,3.0
MoAsRu2,0.0,7,dxmag,inverse,3.0
MoAsW,0.0,3,dxmag,half,3.0
MoAsW2,0.0,4,dxmag,full,3.0
MoIr2Pb,0.0,5,dxmag,full,3.0
MoIrPb,0.0,2,dxmag,half,3.0
MoOs2Pb,0.00087915,9,dxmag,full,3.0
MoOsPb,0.0,3,dxmag,half,3.0
MoPAu,1.46220415,6,dxmag,half,3.0
MoPAu2,1.0787088249999999,8,dxmag,full,3.0
MoPIr,0.0,5,dxmag,half,3.0
MoPIr2,1.5e-07,6,dxmag,full,3.0
MoPOs,0.0,4,dxmag,half,3.0
MoPOs2,0.0,6,dxmag,full,3.0
MoPPd,0.0,5,dxmag,half,3.0
MoPPd2,5e-08,5,dxmag,full,3.0
MoPPt,0.0,7,dxmag,half,3.0
MoPPt2,5e-08,5,dxmag,full,3.0
MoPRh,0.0,5,dxmag,half,3.0
MoPRh2,0.0,5,dxmag,full,3.0
MoPRu,0.0,3,dxmag,half,3.0
MoPRu2,4.9e-06,11,dxmag,full,3.0
MoPW,0.0,3,dxmag,half,3.0
MoPW2,0.0,5,dxmag,full,3.0
MoPbAu,2.16580985,6,dxmag,half,3.0
MoPbAu2,2.4220371,10,dxmag,inverse,3.0
MoPbW,0.0,3,dxmag,half,3.0
MoPbW2,0.0,5,dxmag,full,3.0
MoPd2Pb,1.4746223999999999,6,dxmag,full,3.0
MoPdPb,1.68373105,5,dxmag,half,3.0
MoPt2Pb,1.03600215,8,dxmag,inverse,3.0
MoPtPb,1.000558125,4,dxmag,half,3.0
MoRh2Pb,0.0,4,dxmag,full,3.0
MoRhPb,0.491757825,4,dxmag,half,3.0
MoRu2Pb,0.248940975,8,dxmag,full,3.0
MoRuPb,0.0,2,dxmag,half,3.0
Nb2AgAs,0.0,6,dxmag,full,3.0
Nb2AgBi,0.0,4,dxmag,full,3.0
Nb2AgGe,0.0,6,dxmag,full,3.0
Nb2AgP,0.0,6,dxmag,full,3.0
Nb2AgPb,0.0,5,dxmag,inverse,3.0
Nb2AgSb,0.0,5,dxmag,inverse,3.0
Nb2AgSn,0.0,5,dxmag,full,3.0
Nb2Al,0.00019135,5,dxmag,half,2.0
Nb2AlAg,1e-07,5,dxmag,full,3.0
Nb2AlAu,5e-08,5,dxmag,inverse,3.0
Nb2AlCd,6e-07,6,dxmag,inverse,3.0
Nb2AlCo,0.104651,11,dxmag,full,3.0
Nb2AlCr,0.0009693,6,dxmag,inverse,3.0
Nb2AlCu,7.5e-08,8,dxmag,inverse,3.0
Nb2AlFe,0.93945755,10,dxmag,full,3.0
Nb2AlIr,0.0,4,dxmag,full,3.0
Nb2AlMo,1.75e-07,6,dxmag,full,3.0
Nb2AlNi,2.25e-06,6,dxmag,inverse,3.0
Nb2AlOs,0.0,5,dxmag,full,3.0
Nb2AlPd,1.7825e-05,8,dxmag,inverse,3.0
Nb2AlPt,2e-07,7,dxmag,inverse,3.0
Nb2AlRe,0.0,5,dxmag,full,3.0
Nb2AlRh,3.115e-05,9,dxmag,inverse,3.0
Nb2AlRu,0.0,6,dxmag,full,3.0
Nb2AlV,0.0,6,dxmag,full,3.0
Nb2AlW,2.5e-08,6,dxmag,full,3.0
Nb2AlZn,0.0,7,dxmag,inverse,3.0
Nb2As,0.0,3,dxmag,half,2.0
Nb2AsAu,0.0,6,dxmag,full,3.0
Nb2AsIr,0.0,5,dxmag,full,3.0
Nb2AsOs,0.0,7,dxmag,full,3.0
Nb2AsPd,0.0,8,dxmag,full,3.0
Nb2AsPt,0.0,5,dxmag,full,3.0
Nb2AsRh,0.0,4,dxmag,full,3.0
Nb2AsRu,0.0,4,dxmag,full,3.0
Nb2AsW,0.0,8,dxmag,full,3.0
Nb2Bi,0.07118065,3,dxmag,half,2.0
Nb2BiAu,0.0,5,dxmag,full,3.0
Nb2BiIr,0.0,5,dxmag,full,3.0
Nb2BiMo,0.0,5,dxmag,full,3.0
Nb2BiOs,0.0,7,dxmag,full,3.0
Nb2BiPd,0.0,5,dxmag,full,3.0
Nb2BiPt,0.0,6,dxmag,full,3.0
Nb2BiRh,0.0,5,dxmag,full,3.0
Nb2BiRu,2e-06,7,dxmag,full,3.0
Nb2BiW,4.75e-07,6,dxmag,full,3.0
Nb2CdAs,0.0,6,dxmag,full,3.0
Nb2CdBi,0.0,5,dxmag,full,3.0
Nb2CdGa,0.0,4,dxmag,full,3.0
Nb2CdGe,0.0,5,dxmag,inverse,3.0
Nb2CdIn,0.0,4,dxmag,full,3.0
Nb2CdP,1.5e-07,7,dxmag,full,3.0
Nb2CdPb,0.0,6,dxmag,full,3.0
Nb2CdSb,0.0,4,dxmag,full,3.0
Nb2CdSi,0.0,4,dxmag,full,3.0
Nb2CdSn,0.0,5,dxmag,full,3.0
Nb2CoAs,0.0,5,dxmag,full,3.0
Nb2CoBi,0.0,5,dxmag,inverse,3.0
Nb2CoGe,0.0,7,dxmag,inverse,3.0
Nb2CoP,0.0011575,8,dxmag,full,3.0
Nb2CoPb,0.000611675,8,dxmag,inverse,3.0
Nb2CoSb,0.0,4,dxmag,full,3.0
Nb2CoSi,0.001417575,10,dxmag,full,3.0
Nb2CoSn,0.0,4,dxmag,full,3.0
Nb2CrAs,0.32389685,10,dxmag,inverse,3.0
Nb2CrBi,0.0,4,dxmag,full,3.0
Nb2CrGa,4.215e-05,7,dxmag,inverse,3.0
Nb2CrGe,0.093856325,8,dxmag,inverse,3.0
Nb2CrIn,0.0,3,dxmag,full,3.0
Nb2CrP,2.075e-06,8,dxmag,full,3.0
Nb2CrPb,5.75e-07,6,dxmag,full,3.0
Nb2CrSb,0.0,5,dxmag,full,3.0
Nb2CrSi,0.006957275000000001,10,dxmag,inverse,3.0
Nb2CrSn,0.0,4,dxmag,full,3.0
Nb2CuAs,0.0,7,dxmag,inverse,3.0
Nb2CuBi,0.0,6,dxmag,full,3.0
Nb2CuGe,0.0,6,dxmag,full,3.0
Nb2CuP,0.0,7,dxmag,inverse,3.0
Nb2CuPb,0.0,8,dxmag,full,3.0
Nb2CuSb,0.0,7,dxmag,inverse,3.0
Nb2CuSi,0.0,6,dxmag,full,3.0
Nb2CuSn,0.0,7,dxmag,full,3.0
Nb2FeAs,0.1447239,7,dxmag,inverse,3.0
Nb2FeBi,0.84763515,8,dxmag,inverse,3.0
Nb2FeGe,1.9422736999999999,8,dxmag,inverse,3.0
Nb2FeP,0.62678655,10,dxmag,inverse,3.0
Nb2FePb,0.0,4,dxmag,full,3.0
Nb2FeSb,1.618925475,12,dxmag,full,3.0
Nb2FeSi,1.93e-05,7,dxmag,inverse,3.0
Nb2FeSn,1.6227101,5,dxmag,full,3.0
Nb2Ga,0.178125875,4,dxmag,half,2.0
Nb2GaAg,0.0,4,dxmag,full,3.0
Nb2GaAu,0.0,5,dxmag,full,3.0
Nb2GaCo,0.002638525,8,dxmag,inverse,3.0
Nb2GaCu,0.0,6,dxmag,full,3.0
Nb2GaFe,2.02360555,9,dxmag,full,3.0
Nb2GaIr,0.01177915,6,dxmag,inverse,3.0
Nb2GaMo,5e-08,7,dxmag,inverse,3.0
Nb2GaNi,0.00038975,11,dxmag,inverse,3.0
Nb2GaOs,0.0,9,dxmag,full,3.0
Nb2GaPd,0.0001778,7,dxmag,inverse,3.0
Nb2GaPt,5e-08,5,dxmag,inverse,3.0
Nb2GaRe,0.0,6,dxmag,full,3.0
Nb2GaRh,0.0011374,7,dxmag,inverse,3.0
Nb2GaRu,0.0,5,dxmag,inverse,3.0
Nb2GaW,1e-07,7,dxmag,inverse,3.0
Nb2Ge,0.0,2,dxmag,half,2.0
Nb2GeAu,0.0,4,dxmag,full,3.0
Nb2GeIr,0.0,6,dxmag,full,3.0
Nb2GeMo,0.0,4,dxmag,full,3.0
Nb2GeOs,0.0,7,dxmag,full,3.0
Nb2GePd,0.0,5,dxmag,inverse,3.0
Nb2GePt,0.0,4,dxmag,full,3.0
Nb2GeRh,7.5e-08,6,dxmag,full,3.0
Nb2GeRu,1.5e-07,5,dxmag,inverse,3.0
Nb2GeW,-0.0,7,dxmag,inverse,3.0
Nb2In,0.85686835,5,dxmag,half,2.0
Nb2InAg,0.0,5,dxmag,inverse,3.0
Nb2InAu,0.0,5,dxmag,full,3.0
Nb2InCo,0.00322015,9,dxmag,inverse,3.0
Nb2InCu,0.0,6,dxmag,full,3.0
Nb2InFe,2.046846675,8,dxmag,full,3.0
Nb2InIr,0.0,5,dxmag,inverse,3.0
Nb2InMo,5e-08,5,dxmag,inverse,3.0
Nb2InNi,8.044999999999999e-05,10,dxmag,inverse,3.0
Nb2InOs,5.5e-07,7,dxmag,full,3.0
Nb2InPd,0.009528075,8,dxmag,inverse,3.0
Nb2InPt,0.0,4,dxmag,full,3.0
Nb2InRe,0.08930125,8,dxmag,inverse,3.0
Nb2InRh,0.001752225,6,dxmag,inverse,3.0
Nb2InRu,0.0,5,dxmag,inverse,3.0
Nb2InW,7.5e-08,8,dxmag,inverse,3.0
Nb2IrPb,0.0,5,dxmag,inverse,3.0
Nb2MoAs,1e-07,5,dxmag,inverse,3.0
Nb2MoP,0.0,5,dxmag,full,3.0
Nb2MoPb,1.2e-06,6,dxmag,inverse,3.0
Nb2NiAs,0.0,6,dxmag,inverse,3.0
Nb2NiBi,0.0,8,dxmag,full,3.0
Nb2NiGe,0.0,6,dxmag,full,3.0
Nb2NiP,0.0,8,dxmag,inverse,3.0
Nb2NiPb,0.0,7,dxmag,full,3.0
Nb2NiSb,0.0,7,dxmag,full,3.0
Nb2NiSn,0.0,6,dxmag,full,3.0
Nb2OsPb,0.000166775,8,dxmag,full,3.0
Nb2P,0.0,3,dxmag,half,2.0
Nb2PAu,1e-07,5,dxmag,inverse,3.0
Nb2PIr,0.0,5,dxmag,full,3.0
Nb2POs,0.0,7,dxmag,full,3.0
Nb2PPd,2.5e-08,8,dxmag,full,3.0
Nb2PPt,0.0,7,dxmag,full,3.0
Nb2PRh,0.0,7,dxmag,full,3.0
Nb2PRu,0.0,5,dxmag,full,3.0
Nb2PW,0.0,6,dxmag,full,3.0
Nb2Pb,0.08754142499999999,4,dxmag,half,2.0
Nb2PbAu,0.0,5,dxmag,inverse,3.0
Nb2PbW,7.5e-08,8,dxmag,full,3.0
Nb2PdPb,0.0,4,dxmag,full,3.0
Nb2PtPb,0.0,4,dxmag,full,3.0
Nb2ReAs,2.5e-07,6,dxmag,full,3.0
Nb2ReBi,1.725e-05,7,dxmag,full,3.0
Nb2ReGe,5e-08,7,dxmag,full,3.0
Nb2ReP,0.0,7,dxmag,full,3.0
Nb2RePb,0.00025915000000000004,6,dxmag,full,3.0
Nb2ReSb,1.25e-06,7,dxmag,full,3.0
Nb2ReSi,0.0,6,dxmag,full,3.0
Nb2ReSn,1.05e-06,7,dxmag,full,3.0
Nb2RhPb,0.01368085,7,dxmag,inverse,3.0
Nb2RuPb,0.0,6,dxmag,full,3.0
Nb2Sb,0.0649,5,dxmag,half,2.0
Nb2SbAu,2.5e-08,6,dxmag,full,3.0
Nb2SbIr,0.0,4,dxmag,full,3.0
Nb2SbMo,0.0,5,dxmag,inverse,3.0
Nb2SbOs,1.5e-07,7,dxmag,full,3.0
Nb2SbPd,5e-08,7,dxmag,full,3.0
Nb2SbPt,0.0,5,dxmag,full,3.0
Nb2SbRh,0.0,5,dxmag,full,3.0
Nb2SbRu,2e-07,7,dxmag,full,3.0
Nb2SbW,0.0,6,dxmag,full,3.0
Nb2Si,0.0,3,dxmag,half,2.0
Nb2SiAg,0.0,6,dxmag,full,3.0
Nb2SiAu,0.0,6,dxmag,full,3.0
Nb2SiIr,0.0,5,dxmag,full,3.0
Nb2SiMo,0.0,4,dxmag,full,3.0
Nb2SiNi,0.0,6,dxmag,full,3.0
Nb2SiOs,1.7e-06,7,dxmag,full,3.0
Nb2SiPd,0.0,4,dxmag,full,3.0
Nb2SiPt,0.0,4,dxmag,full,3.0
Nb2SiRh,0.0,5,dxmag,full,3.0
Nb2SiRu,5e-08,7,dxmag,inverse,3.0
Nb2SiW,0.0,6,dxmag,full,3.0
Nb2Sn,0.229029,7,dxmag,half,2.0
Nb2SnAu,0.0,6,dxmag,full,3.0
Nb2SnIr,0.0,5,dxmag,inverse,3.0
Nb2SnMo,0.0,4,dxmag,full,3.0
Nb2SnOs,0.0,7,dxmag,full,3.0
Nb2SnPd,0.0,4,dxmag,full,3.0
Nb2SnPt,0.0,4,dxmag,full,3.0
Nb2SnRh,5e-08,7,dxmag,inverse,3.0
Nb2SnRu,0.0,7,dxmag,full,3.0
Nb2SnW,0.0,8,dxmag,full,3.0
Nb2Tl,0.65334475,5,dxmag,half,2.0
Nb2TlAg,0.0,5,dxmag,full,3.0
Nb2TlAu,0.0,6,dxmag,full,3.0
Nb2TlCd,0.0,5,dxmag,full,3.0
Nb2TlCo,1.75e-07,6,dxmag,inverse,3.0
Nb2TlCr,0.0,4,dxmag,full,3.0
Nb2TlCu,0.0,7,dxmag,full,3.0
Nb2TlFe,0.0,4,dxmag,full,3.0
Nb2TlIr,0.0,4,dxmag,full,3.0
Nb2TlMo,0.0,4,dxmag,full,3.0
Nb2TlNi,0.0,6,dxmag,full,3.0
Nb2TlOs,2.5e-07,6,dxmag,full,3.0
Nb2TlPd,0.0,4,dxmag,full,3.0
Nb2TlPt,0.0,4,dxmag,full,3.0
Nb2TlRe,0.001687725,8,dxmag,inverse,3.0
Nb2TlRh,1.5e-07,5,dxmag,inverse,3.0
Nb2TlRu,0.00085485,6,dxmag,inverse,3.0
Nb2TlV,0.0,3,dxmag,full,3.0
Nb2TlW,-0.0,7,dxmag,inverse,3.0
Nb2TlZn,0.0,5,dxmag,inverse,3.0
Nb2VAs,0.001151925,8,dxmag,inverse,3.0
Nb2VBi,0.0,8,dxmag,full,3.0
Nb2VGa,0.0,5,dxmag,full,3.0
Nb2VGe,7.5e-06,7,dxmag,inverse,3.0
Nb2VIn,0.0,4,dxmag,full,3.0
Nb2VP,0.0010607,9,dxmag,inverse,3.0
Nb2VPb,0.0,6,dxmag,full,3.0
Nb2VSb,0.0,7,dxmag,full,3.0
Nb2VSi,0.0,8,dxmag,full,3.0
Nb2VSn,0.0,5,dxmag,inverse,3.0
Nb2ZnAs,0.0,6,dxmag,full,3.0
Nb2ZnBi,0.0,4,dxmag,full,3.0
Nb2ZnGa,0.0,5,dxmag,inverse,3.0
Nb2ZnGe,0.0,5,dxmag,inverse,3.0
Nb2ZnIn,0.0,4,dxmag,full,3.0
Nb2ZnP,0.0,5,dxmag,full,3.0
Nb2ZnPb,0.0,7,dxmag,full,3.0
Nb2ZnSb,0.0,6,dxmag,full,3.0
Nb2ZnSi,0.0,4,dxmag,full,3.0
Nb2ZnSn,0.0,5,dxmag,full,3.0
Nb3Al,0.0,2,dxmag,full,2.0
Nb3As,0.0,2,dxmag,full,2.0
Nb3Bi,2e-07,5,dxmag,full,2.0
Nb3Ga,0.0,2,dxmag,full,2.0
Nb3Ge,0.0,2,dxmag,full,2.0
Nb3In,0.0,1,dxmag,full,2.0
