formula,mu_b,samples,sources,dxmag_type,n_elements
CrSiAg,2.5914152,7,dxmag,half,3.0
CrSiAg2,3.7696925749999997,6,dxmag,full,3.0
CrSiAu,2.84649775,8,dxmag,half,3.0
CrSiAu2,3.675470325,8,dxmag,full,3.0
CrSiIr,0.0003909,5,dxmag,half,3.0
CrSiIr2,2.15269225,7,dxmag,full,3.0
CrSiMo,0.000416,6,dxmag,half,3.0
CrSiMo2,0.0,5,dxmag,full,3.0
CrSiNi,1.99998265,6,dxmag,half,3.0
CrSiNi2,2.3068419,9,dxmag,full,3.0
CrSiOs,0.0,3,dxmag,half,3.0
CrSiOs2,1e-05,5,dxmag,full,3.0
CrSiPd,2.42957425,8,dxmag,half,3.0
CrSiPd2,3.4009258,9,dxmag,inverse,3.0
CrSiPt,1.9019096,9,dxmag,half,3.0
CrSiPt2,3.102115525,10,dxmag,inverse,3.0
CrSiRh,0.568451475,8,dxmag,half,3.0
CrSiRh2,0.2060775,7,dxmag,inverse,3.0
CrSiRu,2.435e-05,4,dxmag,half,3.0
CrSiRu2,0.1894181,8,dxmag,inverse,3.0
CrSiW,8.36e-05,5,dxmag,half,3.0
CrSiW2,5e-08,5,dxmag,full,3.0
CrSnAu,3.3961521,7,dxmag,half,3.0
CrSnAu2,4.06041965,5,dxmag,inverse,3.0
CrSnIr,1.0000145,6,dxmag,half,3.0
CrSnIr2,2.216609,8,dxmag,full,3.0
CrSnMo,0.0,3,dxmag,half,3.0
CrSnMo2,0.0,5,dxmag,full,3.0
CrSnOs,0.0024062,5,dxmag,half,3.0
CrSnOs2,1.6656075,7,dxmag,full,3.0
CrSnPd,3.2520279,7,dxmag,half,3.0
CrSnPd2,3.7333928,6,dxmag,full,3.0
CrSnPt,3.043818,6,dxmag,half,3.0
CrSnPt2,3.63854425,11,dxmag,inverse,3.0
CrSnRh,1.00000375,3,dxmag,half,3.0
CrSnRh2,0.29931815,9,dxmag,inverse,3.0
CrSnRu,0.7669458,5,dxmag,half,3.0
CrSnRu2,1.483897075,10,dxmag,inverse,3.0
CrSnW,0.094692,8,dxmag,half,3.0
CrSnW2,0.0,4,dxmag,full,3.0
Cu2AgAs,0.0,6,dxmag,inverse,3.0
Cu2AgBi,0.0,6,dxmag,inverse,3.0
Cu2AgGe,0.0,4,dxmag,full,3.0
Cu2AgP,0.0,7,dxmag,inverse,3.0
Cu2AgPb,0.0,3,dxmag,inverse,3.0
Cu2AgSb,0.0,6,dxmag,full,3.0
Cu2AgSn,0.0,3,dxmag,inverse,3.0
Cu2As,0.0,1,dxmag,half,2.0
Cu2AsAu,0.0,6,dxmag,full,3.0
Cu2AsIr,0.0,8,dxmag,full,3.0
Cu2AsOs,0.00022975,9,dxmag,full,3.0
Cu2AsPd,0.0,4,dxmag,full,3.0
Cu2AsPt,0.0,6,dxmag,full,3.0
Cu2AsRh,0.0,6,dxmag,full,3.0
Cu2AsRu,0.00018675,9,dxmag,full,3.0
Cu2AsW,0.0,11,dxmag,full,3.0
Cu2Bi,0.0,1,dxmag,half,2.0
Cu2BiAu,0.0,5,dxmag,inverse,3.0
Cu2BiIr,0.0,8,dxmag,full,3.0
Cu2BiMo,2.2254678500000002,8,dxmag,full,3.0
Cu2BiOs,0.0,9,dxmag,full,3.0
Cu2BiPd,0.0,6,dxmag,full,3.0
Cu2BiPt,0.0,5,dxmag,inverse,3.0
Cu2BiRh,0.0,6,dxmag,full,3.0
Cu2BiRu,0.0,7,dxmag,full,3.0
Cu2BiW,1.360276325,10,dxmag,full,3.0
Cu2Ge,0.0,1,dxmag,half,2.0
Cu2GeAu,0.0,6,dxmag,full,3.0
Cu2GeIr,0.0,7,dxmag,full,3.0
Cu2GeMo,0.315001575,12,dxmag,full,3.0
Cu2GeOs,0.0,8,dxmag,full,3.0
Cu2GePd,0.0,8,dxmag,full,3.0
Cu2GePt,0.0,7,dxmag,full,3.0
Cu2GeRh,0.0,9,dxmag,full,3.0
Cu2GeRu,2.5e-07,8,dxmag,full,3.0
Cu2GeW,4.395e-05,11,dxmag,full,3.0
Cu2IrPb,0.0,7,dxmag,full,3.0
Cu2MoAs,5.6e-06,9,dxmag,full,3.0
Cu2MoP,5e-08,11,dxmag,full,3.0
Cu2MoPb,1.5679256750000001,10,dxmag,full,3.0
Cu2NiAs,0.0,6,dxmag,full,3.0
Cu2NiBi,0.0,6,dxmag,full,3.0
Cu2NiGe,0.0,8,dxmag,full,3.0
Cu2NiP,0.0,8,dxmag,full,3.0
Cu2NiPb,0.0,6,dxmag,full,3.0
Cu2NiSb,0.0,5,dxmag,full,3.0
Cu2NiSn,0.0,7,dxmag,full,3.0
Cu2OsPb,0.0,9,dxmag,full,3.0
Cu2P,0.0,2,dxmag,half,2.0
Cu2PAu,0.0,7,dxmag,full,3.0
Cu2PIr,0.0,8,dxmag,full,3.0
Cu2POs,2.355e-05,9,dxmag,full,3.0
Cu2PPd,0.0,6,dxmag,full,3.0
Cu2PPt,0.0,7,dxmag,full,3.0
Cu2PRh,0.0,7,dxmag,full,3.0
Cu2PRu,0.000503875,10,dxmag,full,3.0
Cu2PW,-0.0,11,dxmag,full,3.0
Cu2Pb,0.0,2,dxmag,half,2.0
Cu2PbAu,0.0,5,dxmag,inverse,3.0
Cu2PbW,0.0016327,9,dxmag,full,3.0
Cu2PdPb,0.0,6,dxmag,full,3.0
Cu2PtPb,0.0,5,dxmag,full,3.0
Cu2ReAs,0.00019845,15,dxmag,full,3.0
Cu2ReBi,0.00028565,13,dxmag,full,3.0
Cu2ReGe,0.0112798,11,dxmag,full,3.0
Cu2ReP,0.0,9,dxmag,full,3.0
Cu2RePb,0.37849625,12,dxmag,inverse,3.0
Cu2ReSb,6.225e-06,8,dxmag,full,3.0
Cu2ReSi,3e-07,7,dxmag,full,3.0
Cu2ReSn,1.05e-06,11,dxmag,inverse,3.0
Cu2RhPb,0.0,6,dxmag,full,3.0
Cu2RuPb,5e-08,7,dxmag,full,3.0
Cu2Sb,0.0,2,dxmag,half,2.0
Cu2SbAu,0.0,6,dxmag,full,3.0
Cu2SbIr,0.0,8,dxmag,full,3.0
Cu2SbMo,1.64278895,8,dxmag,full,3.0
Cu2SbOs,0.0,9,dxmag,full,3.0
Cu2SbPd,0.0,4,dxmag,full,3.0
Cu2SbPt,0.0,7,dxmag,inverse,3.0
Cu2SbRh,0.0,8,dxmag,full,3.0
Cu2SbRu,0.0,7,dxmag,full,3.0
Cu2SbW,0.355298875,12,dxmag,full,3.0
Cu2Si,0.0,1,dxmag,half,2.0
Cu2SiAg,0.0,4,dxmag,full,3.0
Cu2SiAu,0.0,5,dxmag,full,3.0
Cu2SiIr,0.0,8,dxmag,full,3.0
Cu2SiMo,0.00017475,9,dxmag,full,3.0
Cu2SiNi,0.0,7,dxmag,full,3.0
Cu2SiOs,0.0,8,dxmag,full,3.0
Cu2SiPd,0.0,7,dxmag,full,3.0
Cu2SiPt,0.0,8,dxmag,full,3.0
Cu2SiRh,0.0,9,dxmag,full,3.0
Cu2SiRu,0.0,7,dxmag,full,3.0
Cu2SiW,6.750000000000001e-07,12,dxmag,full,3.0
Cu2Sn,0.0,2,dxmag,half,2.0
Cu2SnAu,0.0,6,dxmag,inverse,3.0
Cu2SnIr,0.0,6,dxmag,full,3.0
Cu2SnMo,1.3333992,9,dxmag,full,3.0
Cu2SnOs,0.0,8,dxmag,full,3.0
Cu2SnPd,0.0,6,dxmag,full,3.0
Cu2SnPt,0.0,6,dxmag,full,3.0
Cu2SnRh,0.0,6,dxmag,full,3.0
Cu2SnRu,7.5e-08,6,dxmag,full,3.0
Cu2SnW,0.6317486499999999,10,dxmag,full,3.0
Cu3As,0.0,5,dxmag,full,2.0
Cu3Bi,0.0,4,dxmag,full,2.0
Cu3Ge,0.0,2,dxmag,full,2.0
Cu3P,0.0,4,dxmag,full,2.0
Cu3Pb,0.0,3,dxmag,full,2.0
Cu3Sb,0.0,4,dxmag,full,2.0
Cu3Si,0.0,2,dxmag,full,2.0
Cu3Sn,0.0,2,dxmag,full,2.0
CuAg2As,0.0,5,dxmag,inverse,3.0
CuAg2Bi,0.0,6,dxmag,full,3.0
CuAg2Ge,0.0,4,dxmag,full,3.0
CuAg2P,0.0,6,dxmag,full,3.0
CuAg2Pb,0.0,3,dxmag,full,3.0
CuAg2Sb,0.0,6,dxmag,full,3.0
CuAg2Sn,0.0,4,dxmag,full,3.0
CuAgAs,0.0,5,dxmag,half,3.0
CuAgBi,0.0,3,dxmag,half,3.0
CuAgGe,0.0,4,dxmag,half,3.0
CuAgP,0.0,6,dxmag,half,3.0
CuAgPb,0.0,4,dxmag,half,3.0
CuAgSb,0.0,5,dxmag,half,3.0
CuAgSn,0.0,4,dxmag,half,3.0
CuAsAu,0.0,4,dxmag,half,3.0
CuAsAu2,0.0,5,dxmag,inverse,3.0
CuAsIr,0.0,5,dxmag,half,3.0
CuAsIr2,0.0,5,dxmag,inverse,3.0
CuAsOs,0.0,6,dxmag,half,3.0
CuAsOs2,0.0,3,dxmag,inverse,3.0
CuAsPd,0.0,5,dxmag,half,3.0
CuAsPd2,0.0,3,dxmag,inverse,3.0
CuAsPt,0.0,4,dxmag,half,3.0
CuAsPt2,0.0,6,dxmag,full,3.0
CuAsRh,0.0,6,dxmag,half,3.0
CuAsRh2,0.0,4,dxmag,full,3.0
CuAsRu,8.2675e-05,8,dxmag,half,3.0
CuAsRu2,0.00322625,7,dxmag,full,3.0
CuAsW,0.073322475,10,dxmag,half,3.0
CuAsW2,0.0,4,dxmag,inverse,3.0
CuBiAu,0.0,2,dxmag,half,3.0
CuBiAu2,0.0,5,dxmag,full,3.0
CuBiIr,0.0,3,dxmag,half,3.0
CuBiIr2,0.0,4,dxmag,full,3.0
CuBiMo,1.90289225,7,dxmag,half,3.0
CuBiMo2,0.0,5,dxmag,inverse,3.0
CuBiOs,5e-08,3,dxmag,half,3.0
CuBiOs2,0.0,3,dxmag,full,3.0
CuBiPd,0.0,2,dxmag,half,3.0
CuBiPd2,0.0,4,dxmag,inverse,3.0
CuBiPt,0.0,2,dxmag,half,3.0
CuBiPt2,0.0,5,dxmag,full,3.0
CuBiRh,0.0,2,dxmag,half,3.0
CuBiRh2,0.0,5,dxmag,full,3.0
CuBiRu,0.0573574,4,dxmag,half,3.0
CuBiRu2,0.0,4,dxmag,inverse,3.0
CuBiW,1.805503425,8,dxmag,half,3.0
CuBiW2,0.0,6,dxmag,full,3.0
CuGeAu,0.0,4,dxmag,half,3.0
CuGeAu2,0.0,6,dxmag,inverse,3.0
CuGeIr,0.0,6,dxmag,half,3.0
CuGeIr2,0.00244045,4,dxmag,inverse,3.0
CuGeMo,1.21183515,8,dxmag,half,3.0
CuGeMo2,0.0,4,dxmag,full,3.0
CuGeOs,0.0002884,7,dxmag,half,3.0
CuGeOs2,0.0,4,dxmag,full,3.0
CuGePd,0.0,5,dxmag,half,3.0
CuGePd2,0.0,4,dxmag,inverse,3.0
CuGePt,0.0,6,dxmag,half,3.0
CuGePt2,0.0,7,dxmag,inverse,3.0
CuGeRh,0.0,3,dxmag,half,3.0
CuGeRh2,0.0020548999999999997,8,dxmag,inverse,3.0
CuGeRu,0.0,5,dxmag,half,3.0
CuGeRu2,0.0,5,dxmag,inverse,3.0
CuGeW,5e-08,7,dxmag,half,3.0
CuGeW2,0.0,6,dxmag,full,3.0
CuIr2Pb,8.595e-05,9,dxmag,inverse,3.0
CuIrPb,0.0,2,dxmag,half,3.0
CuMo2As,0.0,6,dxmag,full,3.0
CuMo2P,0.0,6,dxmag,inverse,3.0
CuMo2Pb,0.0,9,dxmag,inverse,3.0
CuMoAs,0.26332065,9,dxmag,half,3.0
CuMoP,8.15e-06,9,dxmag,half,3.0
CuMoPb,2.2252847,6,dxmag,half,3.0
CuNi2As,0.0,6,dxmag,inverse,3.0
CuNi2Bi,0.0,5,dxmag,inverse,3.0
CuNi2Ge,0.0,4,dxmag,full,3.0
CuNi2P,0.0,5,dxmag,inverse,3.0
CuNi2Pb,0.0,4,dxmag,full,3.0
CuNi2Sb,0.0,5,dxmag,inverse,3.0
CuNi2Sn,0.0,5,dxmag,inverse,3.0
CuNiAs,0.0,3,dxmag,half,3.0
CuNiBi,0.0,5,dxmag,half,3.0
CuNiGe,0.0,6,dxmag,half,3.0
CuNiP,0.0,5,dxmag,half,3.0
CuNiPb,0.0,2,dxmag,half,3.0
CuNiSb,0.0,5,dxmag,half,3.0
CuNiSn,0.0,4,dxmag,half,3.0
CuOs2Pb,0.00091735,6,dxmag,full,3.0
CuOsPb,-0.0,3,dxmag,half,3.0
CuPAu,0.0,7,dxmag,half,3.0
CuPAu2,0.0,7,dxmag,full,3.0
CuPIr,0.0,7,dxmag,half,3.0
CuPIr2,0.0,6,dxmag,inverse,3.0
CuPOs,0.0,8,dxmag,half,3.0
CuPOs2,2.5e-07,8,dxmag,inverse,3.0
CuPPd,0.0,6,dxmag,half,3.0
CuPPd2,0.0,4,dxmag,full,3.0
CuPPt,0.0,7,dxmag,half,3.0
CuPPt2,0.0,6,dxmag,full,3.0
CuPRh,0.0,7,dxmag,half,3.0
CuPRh2,0.0,7,dxmag,inverse,3.0
CuPRu,0.0,8,dxmag,half,3.0
CuPRu2,3e-07,8,dxmag,inverse,3.0
CuPW,1.175e-06,14,dxmag,half,3.0
CuPW2,0.0,7,dxmag,inverse,3.0
CuPbAu,0.0,3,dxmag,half,3.0
CuPbAu2,0.0,4,dxmag,full,3.0
CuPbW,2.0424108,4,dxmag,half,3.0
CuPbW2,0.0,8,dxmag,full,3.0
CuPd2Pb,0.0,4,dxmag,full,3.0
CuPdPb,0.0,2,dxmag,half,3.0
CuPt2Pb,0.0,5,dxmag,full,3.0
CuPtPb,0.0,2,dxmag,half,3.0
CuRe2As,0.0,3,dxmag,inverse,3.0
CuRe2Bi,7.4e-06,4,dxmag,full,3.0
CuRe2Ge,0.0,6,dxmag,full,3.0
CuRe2P,0.0,5,dxmag,inverse,3.0
CuRe2Pb,0.0,5,dxmag,full,3.0
CuRe2Sb,0.000139925,8,dxmag,inverse,3.0
CuRe2Si,0.0,4,dxmag,inverse,3.0
CuRe2Sn,0.0,5,dxmag,inverse,3.0
CuReAs,0.37972585,11,dxmag,half,3.0
CuReBi,1.620752425,10,dxmag,half,3.0
CuReGe,0.00010165,11,dxmag,half,3.0
CuReP,0.0,8,dxmag,half,3.0
CuRePb,1.9231793000000001,6,dxmag,half,3.0
CuReSb,0.7335631499999999,4,dxmag,half,3.0
CuReSi,0.0,8,dxmag,half,3.0
CuReSn,1.41834665,5,dxmag,half,3.0
CuRh2Pb,0.00023835,9,dxmag,inverse,3.0
CuRhPb,0.0,2,dxmag,half,3.0
CuRu2Pb,0.867454,16,dxmag,inverse,3.0
CuRuPb,0.0,2,dxmag,half,3.0
CuSbAu,0.0,2,dxmag,half,3.0
CuSbAu2,0.0,5,dxmag,inverse,3.0
CuSbIr,0.0,3,dxmag,half,3.0
CuSbIr2,0.0,6,dxmag,inverse,3.0
CuSbMo,1.5409024,8,dxmag,half,3.0
CuSbMo2,0.0,4,dxmag,full,3.0
CuSbOs,0.0,4,dxmag,half,3.0
CuSbOs2,5e-08,5,dxmag,inverse,3.0
CuSbPd,0.0,2,dxmag,half,3.0
CuSbPd2,0.0,4,dxmag,inverse,3.0
CuSbPt,0.0,2,dxmag,half,3.0
CuSbPt2,0.0,6,dxmag,inverse,3.0
CuSbRh,0.0,2,dxmag,half,3.0
CuSbRh2,0.0,7,dxmag,inverse,3.0
CuSbRu,2.6175e-05,4,dxmag,half,3.0
CuSbRu2,0.0005279,7,dxmag,inverse,3.0
CuSbW,0.36512895,7,dxmag,half,3.0
CuSbW2,0.0,6,dxmag,full,3.0
CuSiAg,0.0,4,dxmag,half,3.0
CuSiAg2,0.0,4,dxmag,full,3.0
CuSiAu,0.0,7,dxmag,half,3.0
CuSiAu2,0.0,5,dxmag,inverse,3.0
CuSiIr,0.0,5,dxmag,half,3.0
CuSiIr2,0.0,5,dxmag,inverse,3.0
CuSiMo,0.1200451,13,dxmag,half,3.0
CuSiMo2,0.0,6,dxmag,full,3.0
CuSiNi,0.0,6,dxmag,half,3.0
CuSiNi2,0.0,5,dxmag,inverse,3.0
CuSiOs,0.0002096,7,dxmag,half,3.0
CuSiOs2,0.0,4,dxmag,inverse,3.0
CuSiPd,0.0,6,dxmag,half,3.0
CuSiPd2,0.0,3,dxmag,inverse,3.0
CuSiPt,0.0,6,dxmag,half,3.0
CuSiPt2,0.0,7,dxmag,inverse,3.0
CuSiRh,0.0,4,dxmag,half,3.0
CuSiRh2,0.0018763,7,dxmag,inverse,3.0
CuSiRu,0.0,5,dxmag,half,3.0
CuSiRu2,0.0,4,dxmag,inverse,3.0
CuSiW,0.0,8,dxmag,half,3.0
CuSiW2,0.0,6,dxmag,full,3.0
CuSnAu,0.0,4,dxmag,half,3.0
CuSnAu2,0.0,5,dxmag,inverse,3.0
CuSnIr,0.0,2,dxmag,half,3.0
CuSnIr2,0.0,4,dxmag,full,3.0
CuSnMo,1.9993444249999999,6,dxmag,half,3.0
CuSnMo2,0.0,7,dxmag,full,3.0
CuSnOs,0.0,4,dxmag,half,3.0
CuSnOs2,0.0,4,dxmag,full,3.0
CuSnPd,0.0,3,dxmag,half,3.0
CuSnPd2,0.0,5,dxmag,inverse,3.0
CuSnPt,0.0,3,dxmag,half,3.0
CuSnPt2,0.0,6,dxmag,full,3.0
CuSnRh,0.0,2,dxmag,half,3.0
CuSnRh2,0.03737565,7,dxmag,inverse,3.0
CuSnRu,0.0,2,dxmag,half,3.0
CuSnRu2,0.46816485,10,dxmag,inverse,3.0
CuSnW,1.477746475,10,dxmag,half,3.0
CuSnW2,0.0,6,dxmag,full,3.0
Fe2AgAs,5.20349895,11,dxmag,inverse,3.0
Fe2AgBi,5.274382275000001,10,dxmag,full,3.0
Fe2AgGe,5.00271355,9,dxmag,inverse,3.0
Fe2AgP,4.9060366,11,dxmag,inverse,3.0
Fe2AgPb,5.4306777749999995,10,dxmag,full,3.0
Fe2AgSb,5.02273895,12,dxmag,full,3.0
Fe2AgSn,5.1131761749999995,8,dxmag,full,3.0
Fe2As,2.995901075,2,dxmag,half,2.0
Fe2AsAu,5.179775975,10,dxmag,inverse,3.0
Fe2AsIr,5.22154065,11,dxmag,full,3.0
Fe2AsOs,3.9962678,9,dxmag,inverse,3.0
Fe2AsPd,5.449924175,10,dxmag,full,3.0
Fe2AsPt,5.6538937,11,dxmag,inverse,3.0
Fe2AsRh,5.15752465,9,dxmag,inverse,3.0
Fe2AsRu,4.3959864,9,dxmag,full,3.0
Fe2AsW,2.6605048,7,dxmag,full,3.0
Fe2Bi,3.176158275,6,dxmag,half,2.0
Fe2BiAu,5.27116465,9,dxmag,inverse,3.0
Fe2BiIr,5.703972,13,dxmag,full,3.0
Fe2BiMo,1.2692216250000001,14,dxmag,inverse,3.0
Fe2BiOs,5.3114529,11,dxmag,full,3.0
Fe2BiPd,5.5076203,11,dxmag,full,3.0
Fe2BiPt,5.6763275,13,dxmag,inverse,3.0
Fe2BiRh,5.66078045,9,dxmag,full,3.0
Fe2BiRu,1.8321362,7,dxmag,inverse,3.0
Fe2BiW,4.3661854,7,dxmag,inverse,3.0
Fe2CoAs,4.936495725,14,dxmag,inverse,3.0
Fe2CoBi,6.03924285,14,dxmag,full,3.0
Fe2CoGe,5.0948164,9,dxmag,inverse,3.0
Fe2CoP,4.07920035,11,dxmag,full,3.0
Fe2CoPb,5.8622227,8,dxmag,full,3.0
Fe2CoSb,5.16739715,13,dxmag,inverse,3.0
Fe2CoSi,4.9370053,9,dxmag,full,3.0
Fe2CoSn,5.3369142,9,dxmag,inverse,3.0
Fe2CuAs,4.5110771,12,dxmag,full,3.0
Fe2CuBi,5.06966975,9,dxmag,full,3.0
Fe2CuGe,4.404331775,10,dxmag,full,3.0
Fe2CuP,4.0284839,10,dxmag,full,3.0
Fe2CuPb,5.07096555,11,dxmag,inverse,3.0
Fe2CuSb,4.3018674,13,dxmag,full,3.0
Fe2CuSi,3.9194375,9,dxmag,full,3.0
Fe2CuSn,4.6122274999999995,10,dxmag,full,3.0
Fe2Ge,2.096784575,4,dxmag,half,2.0
Fe2GeAu,5.14554205,9,dxmag,inverse,3.0
Fe2GeIr,4.82999845,9,dxmag,full,3.0
Fe2GeMo,2.2810555,8,dxmag,inverse,3.0
Fe2GeOs,3.6351269,11,dxmag,full,3.0
Fe2GePd,4.9784489,9,dxmag,full,3.0
Fe2GePt,5.17085675,9,dxmag,inverse,3.0
Fe2GeRh,5.021416674999999,10,dxmag,full,3.0
Fe2GeRu,4.9067902,8,dxmag,full,3.0
Fe2GeW,1.8557116,7,dxmag,inverse,3.0
Fe2IrPb,5.54685355,9,dxmag,inverse,3.0
Fe2MoAs,2.3003587999999997,8,dxmag,full,3.0
Fe2MoP,2.3376873,9,dxmag,full,3.0
Fe2MoPb,4.03197645,7,dxmag,inverse,3.0
Fe2NiAs,5.116585575,10,dxmag,full,3.0
Fe2NiBi,5.46991265,9,dxmag,full,3.0
Fe2NiGe,4.63829535,9,dxmag,full,3.0
Fe2NiP,3.88182815,13,dxmag,inverse,3.0
Fe2NiPb,5.169655025,8,dxmag,full,3.0
Fe2NiSb,4.831906175,12,dxmag,full,3.0
Fe2NiSn,4.99120445,7,dxmag,full,3.0
Fe2OsPb,5.439320525,8,dxmag,full,3.0
Fe2P,2.924554025,2,dxmag,half,2.0
Fe2PAu,4.5752093,13,dxmag,inverse,3.0
Fe2PIr,4.701610275,10,dxmag,inverse,3.0
Fe2POs,2.02163815,9,dxmag,full,3.0
Fe2PPd,5.2647176,12,dxmag,full,3.0
Fe2PPt,4.85249735,14,dxmag,full,3.0
Fe2PRh,4.3215756,11,dxmag,inverse,3.0
Fe2PRu,2.965928575,10,dxmag,full,3.0
Fe2PW,0.1952843,7,dxmag,inverse,3.0
Fe2Pb,4.6447895,3,dxmag,half,2.0
Fe2PbAu,5.56221095,7,dxmag,inverse,3.0
Fe2PbW,2.2179859,9,dxmag,inverse,3.0
Fe2PdPb,5.40264275,6,dxmag,full,3.0
Fe2PtPb,5.47708725,9,dxmag,inverse,3.0
Fe2ReAs,0.6560515,15,dxmag,inverse,3.0
Fe2ReBi,5.1402402,7,dxmag,inverse,3.0
Fe2ReGe,2.692915,7,dxmag,full,3.0
Fe2ReP,1.32506105,9,dxmag,full,3.0
Fe2RePb,3.8629515000000003,10,dxmag,inverse,3.0
Fe2ReSb,3.78571555,8,dxmag,full,3.0
Fe2ReSi,2.6458517,9,dxmag,full,3.0
Fe2ReSn,1.24803285,14,dxmag,inverse,3.0
Fe2RhPb,0.0,6,dxmag,full,3.0
Fe2RuPb,5.706379225,10,dxmag,inverse,3.0
Fe2Sb,2.99972965,3,dxmag,half,2.0
Fe2SbAu,5.03626445,9,dxmag,inverse,3.0
Fe2SbIr,4.92349455,13,dxmag,full,3.0
Fe2SbMo,2.8252031,7,dxmag,inverse,3.0
Fe2SbOs,4.21372275,7,dxmag,inverse,3.0
Fe2SbPd,5.25810535,13,dxmag,full,3.0
Fe2SbPt,5.25313435,14,dxmag,full,3.0
Fe2SbRh,5.030859025,8,dxmag,full,3.0
Fe2SbRu,4.954583850000001,8,dxmag,full,3.0
Fe2SbW,1.61e-05,8,dxmag,inverse,3.0
Fe2Si,1.9983947,3,dxmag,half,2.0
Fe2SiAg,4.54492345,13,dxmag,inverse,3.0
Fe2SiAu,4.33916215,17,dxmag,inverse,3.0
Fe2SiIr,3.6930522,11,dxmag,full,3.0
Fe2SiMo,1.7894118,7,dxmag,inverse,3.0
Fe2SiNi,4.5080104,9,dxmag,full,3.0
Fe2SiOs,2.6166732,10,dxmag,full,3.0
Fe2SiPd,4.65144365,14,dxmag,full,3.0
Fe2SiPt,4.491859925,14,dxmag,inverse,3.0
Fe2SiRh,4.645172,9,dxmag,inverse,3.0
Fe2SiRu,4.447756625,6,dxmag,full,3.0
Fe2SiW,1.8660308,7,dxmag,inverse,3.0
Fe2Sn,4.0450226,3,dxmag,half,2.0
Fe2SnAu,5.267838225,8,dxmag,full,3.0
Fe2SnIr,5.26899135,9,dxmag,full,3.0
Fe2SnMo,2.9604155,6,dxmag,inverse,3.0
Fe2SnOs,5.1130429,9,dxmag,inverse,3.0
Fe2SnPd,5.0354632,8,dxmag,full,3.0
Fe2SnPt,5.133843225,8,dxmag,full,3.0
Fe2SnRh,5.1793237,11,dxmag,full,3.0
Fe2SnRu,5.66286805,7,dxmag,full,3.0
Fe2SnW,2.23569125,8,dxmag,inverse,3.0
Fe3As,5.7293642,5,dxmag,full,2.0
Fe3Bi,7.347367625,4,dxmag,full,2.0
Fe3Ge,5.2807012,5,dxmag,full,2.0
Fe3P,5.0304602,5,dxmag,full,2.0
Fe3Pb,6.883540825,6,dxmag,full,2.0
Fe3Sb,6.116914850000001,6,dxmag,full,2.0
Fe3Si,5.041321275,4,dxmag,full,2.0
Fe3Sn,6.455993675,6,dxmag,full,2.0
FeAg2As,2.8912533,7,dxmag,full,3.0
FeAg2Bi,2.816107675,8,dxmag,full,3.0
FeAg2Ge,2.9718773499999998,6,dxmag,full,3.0
FeAg2P,2.80610485,7,dxmag,inverse,3.0
FeAg2Pb,2.96571995,6,dxmag,full,3.0
FeAg2Sb,2.627524325,6,dxmag,full,3.0
FeAg2Sn,2.807897625,6,dxmag,full,3.0
FeAgAs,2.7500763,9,dxmag,half,3.0
FeAgBi,3.03267335,5,dxmag,half,3.0
FeAgGe,2.02214755,13,dxmag,half,3.0
FeAgP,0.979121025,8,dxmag,half,3.0
FeAgPb,2.9017163000000004,6,dxmag,half,3.0
FeAgSb,2.714939325,10,dxmag,half,3.0
FeAgSn,2.815517175,6,dxmag,half,3.0
FeAsAu,2.6408201,7,dxmag,half,3.0
FeAsAu2,2.734701775,8,dxmag,full,3.0
FeAsIr,2.26174825,8,dxmag,half,3.0
FeAsIr2,2.7778,9,dxmag,inverse,3.0
FeAsOs,0.872201825,4,dxmag,half,3.0
FeAsOs2,1.36277665,8,dxmag,inverse,3.0
FeAsPd,2.7973979,11,dxmag,half,3.0
FeAsPd2,3.4053234999999997,8,dxmag,full,3.0
FeAsPt,3.405413925,6,dxmag,half,3.0
FeAsPt2,3.269324925,8,dxmag,full,3.0
FeAsRh,2.0761039,7,dxmag,half,3.0
FeAsRh2,3.4915134,10,dxmag,inverse,3.0
FeAsRu,1.291613375,6,dxmag,half,3.0
FeAsRu2,1.515255,8,dxmag,inverse,3.0
FeAsW,0.0,5,dxmag,half,3.0
FeAsW2,5.195e-05,7,dxmag,inverse,3.0
FeBiAu,3.187240525,6,dxmag,half,3.0
FeBiAu2,2.8913186,7,dxmag,full,3.0
FeBiIr,3.770562075,4,dxmag,half,3.0
FeBiIr2,1.40948215,6,dxmag,full,3.0
FeBiMo,0.7773751250000001,6,dxmag,half,3.0
FeBiMo2,2.4962473999999997,8,dxmag,inverse,3.0
FeBiOs,2.347452075,8,dxmag,half,3.0
FeBiOs2,0.0,5,dxmag,inverse,3.0
FeBiPd,3.4087295,3,dxmag,half,3.0
FeBiPd2,3.2392845,6,dxmag,full,3.0
FeBiPt,1.44623345,6,dxmag,half,3.0
FeBiPt2,3.36081795,8,dxmag,full,3.0
FeBiRh,3.06936595,7,dxmag,half,3.0
FeBiRh2,3.4856431,11,dxmag,full,3.0
FeBiRu,2.5327892,5,dxmag,half,3.0
FeBiRu2,1.687853425,8,dxmag,inverse,3.0
FeBiW,0.40290547499999996,6,dxmag,half,3.0
FeBiW2,0.0,4,dxmag,full,3.0
FeCo2As,4.67366285,13,dxmag,full,3.0
FeCo2Bi,5.2759009,7,dxmag,full,3.0
FeCo2Ge,4.2922654,9,dxmag,inverse,3.0
FeCo2P,4.0204555,8,dxmag,full,3.0
